Entrance/Exit Statistics,,
Parameters,,
"Mon, Sep 12, 2022 12:00 AM to Mon, Feb 20, 2023 11:59 PM",,
Facilities: Recreation Center,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,
,Entrances,Exits
07:00 - 07:15 PM,85,0
07:15 - 07:30 PM,48,0
07:30 - 07:45 PM,62,0
07:45 - 08:00 PM,65,0
08:00 - 08:15 PM,89,0
"Tue, Feb 21 2023 2:45P",Page: 19/247,
Entrances,Exits,
08:15 - 08:30 PM,56,0
08:30 - 08:45 PM,63,0
08:45 - 9:00 PM,42,0
9:00 - 9:15 PM,48,0
9:15 - 9:30 PM,37,0
9:30 - 9:45 PM,46,0
9:45 - 10:00 PM,38,0
10:00 - 10:15 PM,39,0
10:15 - 10:30 PM,28,0
10:30 - 10:45 PM,20,0
10:45 - 11:00 PM,14,0
11:00 - 11:15 PM,6,0
11:15 - 11:30 PM,4,0
11:30 - 11:45 PM,1,0
11:45 - 00:00 AM,1,0
"Fri, Sep 23, 2022",4553,0
06:00 - 06:15 AM,61,0
06:15 - 06:30 AM,26,0
06:30 - 06:45 AM,45,0
06:45 - 07:00 AM,22,0
07:00 - 07:15 AM,36,0
07:15 - 07:30 AM,30,0
07:30 - 07:45 AM,31,0
07:45 - 08:00 AM,45,0
08:00 - 08:15 AM,64,0
08:15 - 08:30 AM,47,0
08:30 - 08:45 AM,56,0
08:45 - 9:00 AM,65,0
9:00 - 9:15 AM,71,0
9:15 - 9:30 AM,55,0
9:30 - 9:45 AM,52,0
9:45 - 10:00 AM,49,0
10:00 - 10:15 AM,141,0
10:15 - 10:30 AM,67,0
10:30 - 10:45 AM,72,0
10:45 - 11:00 AM,83,0
11:00 - 11:15 AM,118,0
11:15 - 11:30 AM,83,0
11:30 - 11:45 AM,69,0
11:45 - 12:00 AM,91,0
"Tue, Feb 21 2023 2:45P",Page: 20/247,
Entrances,Exits,
12:00 - 12:15 AM,146,0
12:15 - 12:30 AM,106,0
12:30 - 12:45 AM,104,0
12:45 - 01:00 PM,74,0
01:00 - 01:15 PM,131,0
01:15 - 01:30 PM,109,0
01:30 - 01:45 PM,80,0
01:45 - 02:00 PM,86,0
02:00 - 02:15 PM,133,0
02:15 - 02:30 PM,103,0
02:30 - 02:45 PM,100,0
02:45 - 03:00 PM,95,0
03:00 - 03:15 PM,131,0
03:15 - 03:30 PM,115,0
03:30 - 03:45 PM,75,0
03:45 - 04:00 PM,74,0
04:00 - 04:15 PM,118,0
04:15 - 04:30 PM,83,0
04:30 - 04:45 PM,63,0
04:45 - 05:00 PM,98,0
05:00 - 05:15 PM,110,0
05:15 - 05:30 PM,78,0
05:30 - 05:45 PM,53,0
05:45 - 06:00 PM,42,0
06:00 - 06:15 PM,66,0
06:15 - 06:30 PM,77,0
06:30 - 06:45 PM,50,0
06:45 - 07:00 PM,112,0
07:00 - 07:15 PM,46,0
07:15 - 07:30 PM,56,0
07:30 - 07:45 PM,35,0
07:45 - 08:00 PM,35,0
08:00 - 08:15 PM,40,0
08:15 - 08:30 PM,37,0
08:30 - 08:45 PM,27,0
08:45 - 9:00 PM,28,0
9:00 - 9:15 PM,30,0
9:15 - 9:30 PM,37,0
9:30 - 9:45 PM,18,0
9:45 - 10:00 PM,14,0
"Tue, Feb 21 2023 2:45P",Page: 21/247,
,Entrances,Exits
10:00 - 10:15 PM,14,0
10:15 - 10:30 PM,14,0
10:30 - 10:45 PM,9,0
10:45 - 11:00 PM,11,0
11:00 - 11:15 PM,6,0
11:15 - 11:30 PM,4,0
11:30 - 11:45 PM,1,0
"Sat, Sep 24, 2022",1767,0
02:45 - 03:00 PM,76,0
03:00 - 03:15 PM,177,0
03:15 - 03:30 PM,185,0
03:30 - 03:45 PM,125,0
03:45 - 04:00 PM,85,0
04:00 - 04:15 PM,92,0
04:15 - 04:30 PM,85,0
04:30 - 04:45 PM,103,0
04:45 - 05:00 PM,55,0
05:00 - 05:15 PM,62,0
05:15 - 05:30 PM,63,0
05:30 - 05:45 PM,71,0
05:45 - 06:00 PM,41,0
06:00 - 06:15 PM,45,0
06:15 - 06:30 PM,57,0
06:30 - 06:45 PM,45,0
06:45 - 07:00 PM,51,0
07:00 - 07:15 PM,32,0
07:15 - 07:30 PM,49,0
07:30 - 07:45 PM,32,0
07:45 - 08:00 PM,23,0
08:00 - 08:15 PM,39,0
08:15 - 08:30 PM,39,0
08:30 - 08:45 PM,52,0
08:45 - 9:00 PM,27,0
9:00 - 9:15 PM,23,0
9:15 - 9:30 PM,15,0
9:30 - 9:45 PM,11,0
9:45 - 10:00 PM,7,0
Week: 09/25/2022 - 10/01/2022,30170,0
"Sun, Sep 25, 2022",2935,0
"Tue, Feb 21 2023 2:45P",Page: 22/247,
Entrances,Exits,
07:45 - 08:00 AM,14,0
08:00 - 08:15 AM,37,0
08:15 - 08:30 AM,34,0
08:30 - 08:45 AM,21,0
08:45 - 9:00 AM,23,0
9:00 - 9:15 AM,22,0
9:15 - 9:30 AM,20,0
9:30 - 9:45 AM,50,0
9:45 - 10:00 AM,53,0
10:00 - 10:15 AM,70,0
10:15 - 10:30 AM,50,0
10:30 - 10:45 AM,45,0
10:45 - 11:00 AM,47,0
11:00 - 11:15 AM,70,0
11:15 - 11:30 AM,85,0
11:30 - 11:45 AM,51,0
11:45 - 12:00 AM,54,0
12:00 - 12:15 AM,55,0
12:15 - 12:30 AM,49,0
12:30 - 12:45 AM,47,0
12:45 - 01:00 PM,36,0
01:00 - 01:15 PM,41,0
01:15 - 01:30 PM,47,0
01:30 - 01:45 PM,46,0
01:45 - 02:00 PM,56,0
02:00 - 02:15 PM,45,0
02:15 - 02:30 PM,61,0
02:30 - 02:45 PM,49,0
02:45 - 03:00 PM,50,0
03:00 - 03:15 PM,90,0
03:15 - 03:30 PM,62,0
03:30 - 03:45 PM,56,0
03:45 - 04:00 PM,62,0
04:00 - 04:15 PM,51,0
04:15 - 04:30 PM,78,0
04:30 - 04:45 PM,53,0
04:45 - 05:00 PM,78,0
05:00 - 05:15 PM,84,0
05:15 - 05:30 PM,60,0
05:30 - 05:45 PM,61,0
"Tue, Feb 21 2023 2:45P",Page: 23/247,
Entrances,Exits,
05:45 - 06:00 PM,52,0
06:00 - 06:15 PM,34,0
06:15 - 06:30 PM,66,0
06:30 - 06:45 PM,41,0
06:45 - 07:00 PM,96,0
07:00 - 07:15 PM,98,0
07:15 - 07:30 PM,54,0
07:30 - 07:45 PM,61,0
07:45 - 08:00 PM,55,0
08:00 - 08:15 PM,68,0
08:15 - 08:30 PM,63,0
08:30 - 08:45 PM,51,0
08:45 - 9:00 PM,61,0
9:00 - 9:15 PM,38,0
9:15 - 9:30 PM,21,0
9:30 - 9:45 PM,11,0
9:45 - 10:00 PM,2,0
"Mon, Sep 26, 2022",5438,0
06:00 - 06:15 AM,94,0
06:15 - 06:30 AM,35,0
06:30 - 06:45 AM,48,0
06:45 - 07:00 AM,37,0
07:00 - 07:15 AM,33,0
07:15 - 07:30 AM,39,0
07:30 - 07:45 AM,63,0
07:45 - 08:00 AM,49,0
08:00 - 08:15 AM,67,0
08:15 - 08:30 AM,52,0
08:30 - 08:45 AM,90,0
08:45 - 9:00 AM,80,0
9:00 - 9:15 AM,114,0
9:15 - 9:30 AM,52,0
9:30 - 9:45 AM,46,0
9:45 - 10:00 AM,74,0
10:00 - 10:15 AM,164,0
10:15 - 10:30 AM,69,0
10:30 - 10:45 AM,50,0
10:45 - 11:00 AM,59,0
11:00 - 11:15 AM,110,0
11:15 - 11:30 AM,44,0
"Tue, Feb 21 2023 2:45P",Page: 24/247,
Entrances,Exits,
11:30 - 11:45 AM,49,0
11:45 - 12:00 AM,111,0
12:00 - 12:15 AM,144,0
12:15 - 12:30 AM,51,0
12:30 - 12:45 AM,61,0
12:45 - 01:00 PM,44,0
01:00 - 01:15 PM,82,0
01:15 - 01:30 PM,56,0
01:30 - 01:45 PM,54,0
01:45 - 02:00 PM,57,0
02:00 - 02:15 PM,142,0
02:15 - 02:30 PM,65,0
02:30 - 02:45 PM,67,0
02:45 - 03:00 PM,58,0
03:00 - 03:15 PM,123,0
03:15 - 03:30 PM,60,0
03:30 - 03:45 PM,54,0
03:45 - 04:00 PM,71,0
04:00 - 04:15 PM,166,0
04:15 - 04:30 PM,112,0
04:30 - 04:45 PM,82,0
04:45 - 05:00 PM,69,0
05:00 - 05:15 PM,120,0
05:15 - 05:30 PM,83,0
05:30 - 05:45 PM,88,0
05:45 - 06:00 PM,108,0
06:00 - 06:15 PM,171,0
06:15 - 06:30 PM,116,0
06:30 - 06:45 PM,105,0
06:45 - 07:00 PM,151,0
07:00 - 07:15 PM,132,0
07:15 - 07:30 PM,77,0
07:30 - 07:45 PM,91,0
07:45 - 08:00 PM,94,0
08:00 - 08:15 PM,97,0
08:15 - 08:30 PM,129,0
08:30 - 08:45 PM,90,0
08:45 - 9:00 PM,126,0
9:00 - 9:15 PM,75,0
9:15 - 9:30 PM,88,0
"Tue, Feb 21 2023 2:45P",Page: 25/247,
Entrances,Exits,
9:30 - 9:45 PM,64,0
9:45 - 10:00 PM,56,0
10:00 - 10:15 PM,39,0
10:15 - 10:30 PM,38,0
10:30 - 10:45 PM,30,0
10:45 - 11:00 PM,8,0
11:00 - 11:15 PM,8,0
11:15 - 11:30 PM,3,0
11:30 - 11:45 PM,3,0
11:45 - 00:00 AM,1,0
"Tue, Sep 27, 2022",5630,0
06:00 - 06:15 AM,111,0
06:15 - 06:30 AM,62,0
06:30 - 06:45 AM,64,0
06:45 - 07:00 AM,37,0
07:00 - 07:15 AM,56,0
07:15 - 07:30 AM,54,0
07:30 - 07:45 AM,35,0
07:45 - 08:00 AM,56,0
08:00 - 08:15 AM,71,0
08:15 - 08:30 AM,62,0
08:30 - 08:45 AM,62,0
08:45 - 9:00 AM,85,0
9:00 - 9:15 AM,158,0
9:15 - 9:30 AM,57,0
9:30 - 9:45 AM,68,0
9:45 - 10:00 AM,72,0
10:00 - 10:15 AM,105,0
10:15 - 10:30 AM,62,0
10:30 - 10:45 AM,54,0
10:45 - 11:00 AM,84,0
11:00 - 11:15 AM,194,0
11:15 - 11:30 AM,67,0
11:30 - 11:45 AM,68,0
11:45 - 12:00 AM,98,0
12:00 - 12:15 AM,133,0
12:15 - 12:30 AM,43,0
12:30 - 12:45 AM,51,0
12:45 - 01:00 PM,58,0
01:00 - 01:15 PM,99,0
"Tue, Feb 21 2023 2:45P",Page: 26/247,
Entrances,Exits,
01:15 - 01:30 PM,62,0
01:30 - 01:45 PM,58,0
01:45 - 02:00 PM,81,0
02:00 - 02:15 PM,152,0
02:15 - 02:30 PM,72,0
02:30 - 02:45 PM,82,0
02:45 - 03:00 PM,71,0
03:00 - 03:15 PM,129,0
03:15 - 03:30 PM,66,0
03:30 - 03:45 PM,52,0
03:45 - 04:00 PM,92,0
04:00 - 04:15 PM,155,0
04:15 - 04:30 PM,71,0
04:30 - 04:45 PM,80,0
04:45 - 05:00 PM,88,0
05:00 - 05:15 PM,125,0
05:15 - 05:30 PM,132,0
05:30 - 05:45 PM,87,0
05:45 - 06:00 PM,97,0
06:00 - 06:15 PM,155,0
06:15 - 06:30 PM,133,0
06:30 - 06:45 PM,78,0
06:45 - 07:00 PM,127,0
07:00 - 07:15 PM,123,0
07:15 - 07:30 PM,89,0
07:30 - 07:45 PM,105,0
07:45 - 08:00 PM,101,0
08:00 - 08:15 PM,102,0
08:15 - 08:30 PM,101,0
08:30 - 08:45 PM,103,0
08:45 - 9:00 PM,74,0
9:00 - 9:15 PM,94,0
9:15 - 9:30 PM,42,0
9:30 - 9:45 PM,41,0
9:45 - 10:00 PM,54,0
10:00 - 10:15 PM,38,0
10:15 - 10:30 PM,30,0
10:30 - 10:45 PM,25,0
10:45 - 11:00 PM,15,0
11:00 - 11:15 PM,12,0
"Tue, Feb 21 2023 2:45P",Page: 27/247,
Entrances,Exits,
11:15 - 11:30 PM,9,0
11:30 - 11:45 PM,1,0
"Wed, Sep 28, 2022",5261,0
06:00 - 06:15 AM,76,0
06:15 - 06:30 AM,39,0
06:30 - 06:45 AM,38,0
06:45 - 07:00 AM,45,0
07:00 - 07:15 AM,50,0
07:15 - 07:30 AM,34,0
07:30 - 07:45 AM,41,0
07:45 - 08:00 AM,34,0
08:00 - 08:15 AM,57,0
08:15 - 08:30 AM,49,0
08:30 - 08:45 AM,78,0
08:45 - 9:00 AM,58,0
9:00 - 9:15 AM,123,0
9:15 - 9:30 AM,51,0
9:30 - 9:45 AM,47,0
9:45 - 10:00 AM,85,0
10:00 - 10:15 AM,135,0
10:15 - 10:30 AM,85,0
10:30 - 10:45 AM,78,0
10:45 - 11:00 AM,48,0
11:00 - 11:15 AM,124,0
11:15 - 11:30 AM,54,0
11:30 - 11:45 AM,48,0
11:45 - 12:00 AM,99,0
12:00 - 12:15 AM,203,0
12:15 - 12:30 AM,74,0
12:30 - 12:45 AM,61,0
12:45 - 01:00 PM,39,0
01:00 - 01:15 PM,85,0
01:15 - 01:30 PM,76,0
01:30 - 01:45 PM,59,0
01:45 - 02:00 PM,84,0
02:00 - 02:15 PM,149,0
02:15 - 02:30 PM,81,0
02:30 - 02:45 PM,66,0
02:45 - 03:00 PM,55,0
03:00 - 03:15 PM,101,0
"Tue, Feb 21 2023 2:45P",Page: 28/247,
Entrances,Exits,
03:15 - 03:30 PM,54,0
03:30 - 03:45 PM,51,0
03:45 - 04:00 PM,66,0
04:00 - 04:15 PM,149,0
04:15 - 04:30 PM,76,0
04:30 - 04:45 PM,86,0
04:45 - 05:00 PM,90,0
05:00 - 05:15 PM,111,0
05:15 - 05:30 PM,83,0
05:30 - 05:45 PM,82,0
05:45 - 06:00 PM,130,0
06:00 - 06:15 PM,155,0
06:15 - 06:30 PM,93,0
06:30 - 06:45 PM,99,0
06:45 - 07:00 PM,116,0
07:00 - 07:15 PM,102,0
07:15 - 07:30 PM,100,0
07:30 - 07:45 PM,97,0
07:45 - 08:00 PM,76,0
08:00 - 08:15 PM,75,0
08:15 - 08:30 PM,74,0
08:30 - 08:45 PM,85,0
08:45 - 9:00 PM,124,0
9:00 - 9:15 PM,71,0
9:15 - 9:30 PM,64,0
9:30 - 9:45 PM,57,0
9:45 - 10:00 PM,42,0
10:00 - 10:15 PM,41,0
10:15 - 10:30 PM,54,0
10:30 - 10:45 PM,28,0
10:45 - 11:00 PM,6,0
11:00 - 11:15 PM,10,0
11:15 - 11:30 PM,1,0
11:30 - 11:45 PM,3,0
11:45 - 00:00 AM,1,0
"Thu, Sep 29, 2022",4478,0
05:45 - 06:00 AM,5,0
06:00 - 06:15 AM,70,0
06:15 - 06:30 AM,30,0
06:30 - 06:45 AM,46,0
"Tue, Feb 21 2023 2:45P",Page: 29/247,
Entrances,Exits,
06:45 - 07:00 AM,26,0
07:00 - 07:15 AM,46,0
07:15 - 07:30 AM,44,0
07:30 - 07:45 AM,47,0
07:45 - 08:00 AM,51,0
08:00 - 08:15 AM,81,0
08:15 - 08:30 AM,45,0
08:30 - 08:45 AM,49,0
08:45 - 9:00 AM,80,0
9:00 - 9:15 AM,110,0
9:15 - 9:30 AM,46,0
9:30 - 9:45 AM,67,0
9:45 - 10:00 AM,72,0
10:00 - 10:15 AM,99,0
10:15 - 10:30 AM,51,0
10:30 - 10:45 AM,46,0
10:45 - 11:00 AM,72,0
11:00 - 11:15 AM,180,0
11:15 - 11:30 AM,91,0
11:30 - 11:45 AM,60,0
11:45 - 12:00 AM,87,0
12:00 - 12:15 AM,118,0
12:15 - 12:30 AM,42,0
12:30 - 12:45 AM,75,0
12:45 - 01:00 PM,58,0
01:00 - 01:15 PM,78,0
01:15 - 01:30 PM,49,0
01:30 - 01:45 PM,52,0
01:45 - 02:00 PM,61,0
02:00 - 02:15 PM,123,0
02:15 - 02:30 PM,56,0
02:30 - 02:45 PM,55,0
02:45 - 03:00 PM,69,0
03:00 - 03:15 PM,101,0
03:15 - 03:30 PM,52,0
03:30 - 03:45 PM,76,0
03:45 - 04:00 PM,81,0
04:00 - 04:15 PM,127,0
04:15 - 04:30 PM,98,0
04:30 - 04:45 PM,86,0
"Tue, Feb 21 2023 2:45P",Page: 30/247,
Entrances,Exits,
04:45 - 05:00 PM,80,0
05:00 - 05:15 PM,101,0
05:15 - 05:30 PM,60,0
05:30 - 05:45 PM,46,0
05:45 - 06:00 PM,78,0
06:00 - 06:15 PM,107,0
06:15 - 06:30 PM,69,0
06:30 - 06:45 PM,36,0
06:45 - 07:00 PM,66,0
07:00 - 07:15 PM,54,0
07:15 - 07:30 PM,53,0
07:30 - 07:45 PM,66,0
07:45 - 08:00 PM,46,0
08:00 - 08:15 PM,76,0
08:15 - 08:30 PM,70,0
08:30 - 08:45 PM,50,0
08:45 - 9:00 PM,46,0
9:00 - 9:15 PM,39,0
9:15 - 9:30 PM,42,0
9:30 - 9:45 PM,43,0
9:45 - 10:00 PM,45,0
10:00 - 10:15 PM,65,0
10:15 - 10:30 PM,29,0
10:30 - 10:45 PM,21,0
10:45 - 11:00 PM,9,0
11:00 - 11:15 PM,12,0
11:15 - 11:30 PM,3,0
11:30 - 11:45 PM,3,0
11:45 - 00:00 AM,5,0
"Fri, Sep 30, 2022",3868,0
06:00 - 06:15 AM,62,0
06:15 - 06:30 AM,24,0
06:30 - 06:45 AM,47,0
06:45 - 07:00 AM,28,0
07:00 - 07:15 AM,34,0
07:15 - 07:30 AM,23,0
07:30 - 07:45 AM,39,0
07:45 - 08:00 AM,51,0
08:00 - 08:15 AM,60,0
08:15 - 08:30 AM,47,0
"Tue, Feb 21 2023 2:45P",Page: 31/247,
Entrances,Exits,
08:30 - 08:45 AM,38,0
08:45 - 9:00 AM,42,0
9:00 - 9:15 AM,56,0
9:15 - 9:30 AM,40,0
9:30 - 9:45 AM,28,0
9:45 - 10:00 AM,48,0
10:00 - 10:15 AM,95,0
10:15 - 10:30 AM,63,0
10:30 - 10:45 AM,55,0
10:45 - 11:00 AM,70,0
11:00 - 11:15 AM,114,0
11:15 - 11:30 AM,38,0
11:30 - 11:45 AM,54,0
11:45 - 12:00 AM,76,0
12:00 - 12:15 AM,165,0
12:15 - 12:30 AM,68,0
12:30 - 12:45 AM,63,0
12:45 - 01:00 PM,56,0
01:00 - 01:15 PM,97,0
01:15 - 01:30 PM,85,0
01:30 - 01:45 PM,71,0
01:45 - 02:00 PM,54,0
02:00 - 02:15 PM,95,0
02:15 - 02:30 PM,71,0
02:30 - 02:45 PM,90,0
02:45 - 03:00 PM,63,0
03:00 - 03:15 PM,93,0
03:15 - 03:30 PM,66,0
03:30 - 03:45 PM,56,0
03:45 - 04:00 PM,56,0
04:00 - 04:15 PM,85,0
04:15 - 04:30 PM,79,0
04:30 - 04:45 PM,83,0
04:45 - 05:00 PM,80,0
05:00 - 05:15 PM,84,0
05:15 - 05:30 PM,62,0
05:30 - 05:45 PM,48,0
05:45 - 06:00 PM,38,0
06:00 - 06:15 PM,68,0
06:15 - 06:30 PM,54,0
"Tue, Feb 21 2023 2:45P",Page: 32/247,
Entrances,Exits,
06:30 - 06:45 PM,38,0
06:45 - 07:00 PM,63,0
07:00 - 07:15 PM,64,0
07:15 - 07:30 PM,67,0
07:30 - 07:45 PM,62,0
07:45 - 08:00 PM,37,0
08:00 - 08:15 PM,46,0
08:15 - 08:30 PM,54,0
08:30 - 08:45 PM,28,0
08:45 - 9:00 PM,31,0
9:00 - 9:15 PM,31,0
9:15 - 9:30 PM,24,0
9:30 - 9:45 PM,35,0
9:45 - 10:00 PM,31,0
10:00 - 10:15 PM,13,0
10:15 - 10:30 PM,27,0
10:30 - 10:45 PM,19,0
10:45 - 11:00 PM,12,0
11:00 - 11:15 PM,13,0
11:15 - 11:30 PM,3,0
11:30 - 11:45 PM,7,0
11:45 - 00:00 AM,1,0
"Sat, Oct 1, 2022",2560,0
07:30 - 07:45 AM,1,0
08:00 - 08:15 AM,41,0
08:15 - 08:30 AM,30,0
08:30 - 08:45 AM,46,0
08:45 - 9:00 AM,53,0
9:00 - 9:15 AM,30,0
9:15 - 9:30 AM,45,0
9:30 - 9:45 AM,28,0
9:45 - 10:00 AM,45,0
10:00 - 10:15 AM,48,0
10:15 - 10:30 AM,40,0
10:30 - 10:45 AM,36,0
10:45 - 11:00 AM,65,0
11:00 - 11:15 AM,57,0
11:15 - 11:30 AM,44,0
11:30 - 11:45 AM,43,0
11:45 - 12:00 AM,100,0
"Tue, Feb 21 2023 2:45P",Page: 33/247,
Entrances,Exits,
12:00 - 12:15 AM,80,0
12:15 - 12:30 AM,82,0
12:30 - 12:45 AM,61,0
12:45 - 01:00 PM,68,0
01:00 - 01:15 PM,70,0
01:15 - 01:30 PM,56,0
01:30 - 01:45 PM,62,0
01:45 - 02:00 PM,63,0
02:00 - 02:15 PM,49,0
02:15 - 02:30 PM,59,0
02:30 - 02:45 PM,72,0
02:45 - 03:00 PM,69,0
03:00 - 03:15 PM,49,0
03:15 - 03:30 PM,68,0
03:30 - 03:45 PM,41,0
03:45 - 04:00 PM,30,0
04:00 - 04:15 PM,46,0
04:15 - 04:30 PM,44,0
04:30 - 04:45 PM,36,0
04:45 - 05:00 PM,27,0
05:00 - 05:15 PM,35,0
05:15 - 05:30 PM,21,0
05:30 - 05:45 PM,50,0
05:45 - 06:00 PM,64,0
06:00 - 06:15 PM,27,0
06:15 - 06:30 PM,46,0
06:30 - 06:45 PM,24,0
06:45 - 07:00 PM,37,0
07:00 - 07:15 PM,33,0
07:15 - 07:30 PM,51,0
07:30 - 07:45 PM,39,0
07:45 - 08:00 PM,35,0
08:00 - 08:15 PM,29,0
08:15 - 08:30 PM,35,0
08:30 - 08:45 PM,45,0
08:45 - 9:00 PM,40,0
9:00 - 9:15 PM,40,0
9:15 - 9:30 PM,15,0
9:30 - 9:45 PM,5,0
9:45 - 10:00 PM,2,0
"Tue, Feb 21 2023 2:45P",Page: 34/247,
,Entrances,Exits
10:00 - 10:15 PM,3,0
Week: 10/02/2022 - 10/08/2022,27934,0
"Sun, Oct 2, 2022",2306,0
08:00 - 08:15 AM,22,0
08:15 - 08:30 AM,20,0
08:30 - 08:45 AM,37,0
08:45 - 9:00 AM,45,0
9:00 - 9:15 AM,17,0
9:15 - 9:30 AM,24,0
9:30 - 9:45 AM,29,0
9:45 - 10:00 AM,47,0
10:00 - 10:15 AM,36,0
10:15 - 10:30 AM,23,0
10:30 - 10:45 AM,21,0
10:45 - 11:00 AM,44,0
11:00 - 11:15 AM,75,0
11:15 - 11:30 AM,43,0
11:30 - 11:45 AM,32,0
11:45 - 12:00 AM,35,0
12:00 - 12:15 AM,30,0
12:15 - 12:30 AM,21,0
12:30 - 12:45 AM,31,0
12:45 - 01:00 PM,38,0
01:00 - 01:15 PM,36,0
01:15 - 01:30 PM,39,0
01:30 - 01:45 PM,43,0
01:45 - 02:00 PM,40,0
02:00 - 02:15 PM,38,0
02:15 - 02:30 PM,32,0
02:30 - 02:45 PM,49,0
02:45 - 03:00 PM,36,0
03:00 - 03:15 PM,48,0
03:15 - 03:30 PM,57,0
03:30 - 03:45 PM,48,0
03:45 - 04:00 PM,55,0
04:00 - 04:15 PM,36,0
04:15 - 04:30 PM,38,0
04:30 - 04:45 PM,55,0
04:45 - 05:00 PM,52,0
05:00 - 05:15 PM,75,0
"Tue, Feb 21 2023 2:45P",Page: 35/247,
Entrances,Exits,
05:15 - 05:30 PM,48,0
05:30 - 05:45 PM,49,0
05:45 - 06:00 PM,61,0
06:00 - 06:15 PM,52,0
06:15 - 06:30 PM,41,0
06:30 - 06:45 PM,54,0
06:45 - 07:00 PM,64,0
07:00 - 07:15 PM,79,0
07:15 - 07:30 PM,76,0
07:30 - 07:45 PM,51,0
07:45 - 08:00 PM,57,0
08:00 - 08:15 PM,64,0
08:15 - 08:30 PM,46,0
08:30 - 08:45 PM,31,0
08:45 - 9:00 PM,30,0
9:00 - 9:15 PM,31,0
9:15 - 9:30 PM,14,0
9:30 - 9:45 PM,3,0
9:45 - 10:00 PM,7,0
10:00 - 10:15 PM,1,0
"Mon, Oct 3, 2022",5158,0
06:00 - 06:15 AM,70,0
06:15 - 06:30 AM,42,0
06:30 - 06:45 AM,46,0
06:45 - 07:00 AM,44,0
07:00 - 07:15 AM,40,0
07:15 - 07:30 AM,46,0
07:30 - 07:45 AM,53,0
07:45 - 08:00 AM,55,0
08:00 - 08:15 AM,62,0
08:15 - 08:30 AM,63,0
08:30 - 08:45 AM,54,0
08:45 - 9:00 AM,53,0
9:00 - 9:15 AM,114,0
9:15 - 9:30 AM,43,0
9:30 - 9:45 AM,39,0
9:45 - 10:00 AM,78,0
10:00 - 10:15 AM,170,0
10:15 - 10:30 AM,70,0
10:30 - 10:45 AM,52,0
"Tue, Feb 21 2023 2:45P",Page: 36/247,
Entrances,Exits,
10:45 - 11:00 AM,51,0
11:00 - 11:15 AM,128,0
11:15 - 11:30 AM,48,0
11:30 - 11:45 AM,47,0
11:45 - 12:00 AM,64,0
12:00 - 12:15 AM,149,0
12:15 - 12:30 AM,62,0
12:30 - 12:45 AM,63,0
12:45 - 01:00 PM,41,0
01:00 - 01:15 PM,67,0
01:15 - 01:30 PM,57,0
01:30 - 01:45 PM,42,0
01:45 - 02:00 PM,74,0
02:00 - 02:15 PM,142,0
02:15 - 02:30 PM,74,0
02:30 - 02:45 PM,61,0
02:45 - 03:00 PM,53,0
03:00 - 03:15 PM,124,0
03:15 - 03:30 PM,56,0
03:30 - 03:45 PM,50,0
03:45 - 04:00 PM,60,0
04:00 - 04:15 PM,168,0
04:15 - 04:30 PM,88,0
04:30 - 04:45 PM,59,0
04:45 - 05:00 PM,74,0
05:00 - 05:15 PM,128,0
05:15 - 05:30 PM,112,0
05:30 - 05:45 PM,118,0
05:45 - 06:00 PM,67,0
06:00 - 06:15 PM,124,0
06:15 - 06:30 PM,122,0
06:30 - 06:45 PM,77,0
06:45 - 07:00 PM,126,0
07:00 - 07:15 PM,117,0
07:15 - 07:30 PM,104,0
07:30 - 07:45 PM,86,0
07:45 - 08:00 PM,97,0
08:00 - 08:15 PM,99,0
08:15 - 08:30 PM,87,0
08:30 - 08:45 PM,82,0
"Tue, Feb 21 2023 2:45P",Page: 37/247,
Entrances,Exits,
08:45 - 9:00 PM,91,0
9:00 - 9:15 PM,100,0
9:15 - 9:30 PM,76,0
9:30 - 9:45 PM,65,0
9:45 - 10:00 PM,52,0
10:00 - 10:15 PM,46,0
10:15 - 10:30 PM,24,0
10:30 - 10:45 PM,19,0
10:45 - 11:00 PM,19,0
11:00 - 11:15 PM,15,0
11:15 - 11:30 PM,6,0
11:30 - 11:45 PM,2,0
11:45 - 00:00 AM,1,0
"Tue, Oct 4, 2022",5108,0
06:00 - 06:15 AM,81,0
06:15 - 06:30 AM,48,0
06:30 - 06:45 AM,61,0
06:45 - 07:00 AM,25,0
07:00 - 07:15 AM,53,0
07:15 - 07:30 AM,44,0
07:30 - 07:45 AM,41,0
07:45 - 08:00 AM,65,0
08:00 - 08:15 AM,50,0
08:15 - 08:30 AM,32,0
08:30 - 08:45 AM,33,0
08:45 - 9:00 AM,74,0
9:00 - 9:15 AM,149,0
9:15 - 9:30 AM,56,0
9:30 - 9:45 AM,61,0
9:45 - 10:00 AM,57,0
10:00 - 10:15 AM,93,0
10:15 - 10:30 AM,50,0
10:30 - 10:45 AM,57,0
10:45 - 11:00 AM,90,0
11:00 - 11:15 AM,208,0
11:15 - 11:30 AM,90,0
11:30 - 11:45 AM,54,0
11:45 - 12:00 AM,67,0
12:00 - 12:15 AM,101,0
12:15 - 12:30 AM,63,0
"Tue, Feb 21 2023 2:45P",Page: 38/247,
Entrances,Exits,
12:30 - 12:45 AM,59,0
12:45 - 01:00 PM,47,0
01:00 - 01:15 PM,85,0
